id,description,en
performance.registrationsListTable.monthColumn,Title for month column in the table,Month
performance.registrationsListTable.registrarColumn,Title for registrar column in the table,Registrar
performance.registrationsListTable.totalRegistrationsColumn,Title for total registrations column in the table,Total Registrations
performance.reports.appStart.desc,Description for declarations started in performance reports,Total and percentage breakdown of the declarations started by source from
performance.reports.appStart.fieldAgents,Field agent declarations started title,Field agents
performance.reports.corrections.other.label,"Label ""Other"" category in corrections",Other
performance.reports.declarationsStarted.hospitals,Hospitals declarations started title,Hospitals (DHIS2)
performance.reports.declarationsStarted.offices,Offices declarations started title,Registration offices
performance.reports.declarationsStarted.title,Title for declarations started in performance reports,Declarations started
performance.reports.declarationsStarted.total,Total declarations started title,Total started
performance.reports.header.applicationSources,Header for sources of registrations,Sources of registrations
performance.reports.header.completenessRates,Header for report completeness rates,Completeness rates
performance.reports.header.totalCertificates,Header for report total certificates,Certificates issued
performance.reports.header.totalCorrections,Header for report total corrections,Corrections
performance.reports.header.totalPayments,Header for report total payments,Fees collected
performance.reports.header.totalRegistrations,Header for report total registrations,Registrations
performance.reports.select.item.operational,Label for select option Operational,Operational
performance.reports.select.item.reports,Label for select option Reports,Reports
performance.reports.subHeader.applicationSources,Subheader for sources of registrations,The number and percentage of declarations started by each system role that has been registered
performance.reports.subHeader.completenessRates,Sub header for report completeness rates,"The no. of registrations, expressed as a % of the total estimated no. of {event, select, BIRTH{birth} DEATH{death} other{birth}}s occurring"
performance.reports.subHeader.totalCertificates,Sub header for report total certificates,"Certification rate is the no. of certificates issues, expressed as a percentage of the total number of registrations"
performance.stats.header,Title for perforamce stats,Stats
performance.values.labels.birth.healthFacility,Label text for display showing health facility births,Health facility birth
performance.values.labels.birth.home,Label text for display showing private home births,Home birth
performance.values.labels.death.healthFacility,Label text for display showing health facility deaths,Health facility death
performance.values.labels.death.home,Label text for display showing private home deaths,Home death
performance.values.labels.delayed,Label text for display showing delayed registrations,Delayed registrations
performance.values.labels.female,Label text for displays showing the number of females,Female
performance.values.labels.late,Label text for display showing late registrations,Late registrations
performance.values.labels.male,Label text for displays showing the number of males,Male
performance.values.labels.total,Label text for displays showing totals,Total
performance.values.labels.within1Year,Label text for displays showing registered within 1 year,Within 1 year
performance.values.labels.within5Years,Label text for displays showing registered within 5 years,Within 5 years
performance.values.labels.withinTargetDays,Label text for displays showing registered within target days,"{withPrefix, select, true {Registered within} other {Within}} {target} days"
phone.digit,,10
phone.label.changeEmail,Change email address label,What is your new email?
phone.label.changeNumber,Change phone number label,Enter new number
phone.label.confirmation,Confirmation phone number message,A verification code has been sent to {num}
phone.label.verify,Verify phone number label,Enter 6 digit verification code
phone.start,Should starts with,0(4|5)
print.cert.coll.id.actions.cancel,The for the dialog when details of the collector not verified,Cancel
print.cert.coll.id.actions.send,The for the dialog when details of the collector not verified,Confirm
print.cert.coll.id.description,The description for the dialog when details of the collector not verified,"Please be aware that if you proceed, you will be responsible for issuing a certificate without the necessary proof of ID from the collector"
print.cert.coll.idCheck.actions.noVer,The label for id check component action when does not verify details,Identity does not match
print.cert.coll.idCheck.actions.ver,The label for id check component action when verify details,Verified
print.cert.coll.other.aff.check,Label for no affidavit checkbox,No signed affidavit available
print.cert.coll.other.aff.description,Modal description for other coller form submission without signed affidavit,"Please be aware that if you proceed, you will be responsible for issuing a certificate without necessary evidence from the collector"
print.cert.coll.other.aff.error,Form level error for other collector affidavit form,Upload signed affidavit or click the checkbox if they do not have one.
print.cert.coll.other.aff.form.title,Form title for other collector affidavit form,Upload signed affidavit
print.cert.coll.other.aff.label,File label for signed affidavit,Signed affidavit
print.cert.coll.other.aff.paragraph,Form paragraph for other collector affidavit form,This document should clearly prove that the individual has the authority to collect the certificate
print.cert.coll.other.aff.title,Modal title for other coller form submission without signed affidavit,Print without signed affidavit?
print.certificate,label for the print button used in the offline flow,Print
print.certificate.addAnotherSignature,,Add another
print.certificate.birthService,Amount due on certificate for birth label,Service: <strong>Birth registration after {service} of D.o.B.</strong><br/>Amount Due:
print.certificate.button.confirmPrint,The text for print button,"Yes, print certificate"
print.certificate.button.makeCorrection,The label for correction button of print action,"No, make correction"
print.certificate.certificatePreview,The title for certificate preview form,Certificate preview
print.certificate.collectPayment,The label for collect payment paragraph,"Please collect the payment, print the receipt and hand it over to the payee."
print.certificate.collector.father,The label for select value when father is the collector of certificate,Father is collecting
print.certificate.collector.form.error,Form level error for collector form,Please select who is collecting the certificate
print.certificate.collector.form.error.template,Form level error for collector form template type,Please select certificate type
print.certificate.collector.idCheck.title,The title for id check component,Verify their identity
